negative, why me?
negative,"!@#$ing crap. CakePHP is really useful/nifty/spiffy, but it's got problems when it comes to filtering by related items. You just can't. "
negative,"#finaltweet Guys, I have to tell you this before I die. It was @CeciliaBFoxy; I can hear her breaking down the door, even now. Goodbye. "
negative, looking poor for #twenty20 rain means delays at mo feel bad for my daughter so unfair. please mother nature part those clouds!
negative, my cousins are leaving on thursday
negative," My stomach is actually killing me so much. Renee, paracetamol and everything else isn't working!"
negative,#haveyouever been unable to do something even though it HAS to be done yesterday. 
negative,#bgt  Two Grand... is awful   go away please.
negative,#brazilwillmissmcfly #brazilwillmissmcfly #brazilwillmissmcfly #brazilwillmissmcfly #brazilwillmissmcfly #brazilwillmissmcfly 
negative, pff... ill give it a try at war... but i will just get my ass kicked. lol.GL logging in :S
negative,"#inaperfectworld I would be in line for an iPhone 3GS, too  #squarespace"
negative,#inaperfectworld muh bunny wabbit wouldn't have been eaten by another animal 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
